,Area,Item,Element,Year,Unit,Value
101865,Southern Africa,Goats,Stocks,2016,Head,9894701.0
101925,Southern Africa,Horses,Stocks,2016,Head,449141.0
101985,Southern Africa,Mules,Stocks,2016,Head,25409.0
102045,Southern Africa,Pigs,Stocks,2016,Head,1718275.0
102105,Southern Africa,Rabbits and hares,Stocks,2016,1000 Head,122.0
102165,Southern Africa,Sheep,Stocks,2016,Head,26741661.0
102225,Western Africa,Asses,Stocks,2016,Head,6180284.0
102285,Western Africa,Beehives,Stocks,2016,No,422023.0
102345,Western Africa,Camels,Stocks,2016,Head,4568155.0
102405,Western Africa,Cattle,Stocks,2016,Head,73344270.0
102465,Western Africa,Chickens,Stocks,2016,1000 Head,577381.0
102525,Western Africa,Ducks,Stocks,2016,1000 Head,1425.0
102585,Western Africa,Goats,Stocks,2016,Head,160846504.0
102645,Western Africa,Horses,Stocks,2016,Head,2012010.0
102705,Western Africa,Mules,Stocks,2016,Head,1892.0
102765,Western Africa,Pigs,Stocks,2016,Head,14295210.0
102825,Western Africa,Rabbits and hares,Stocks,2016,1000 Head,6226.0
102885,Western Africa,Sheep,Stocks,2016,Head,111061842.0
102945,Americas,Asses,Stocks,2016,Head,6657675.0
103005,Americas,Beehives,Stocks,2016,No,11250501.0
103065,Americas,Buffaloes,Stocks,2016,Head,1627211.0
103125,Americas,Cattle,Stocks,2016,Head,519466592.0
103185,Americas,Chickens,Stocks,2016,1000 Head,12400882.0
103245,Americas,Ducks,Stocks,2016,1000 Head,27212.0
103305,Americas,Geese and guinea fowls,Stocks,2016,1000 Head,769.0
103365,Americas,Goats,Stocks,2016,Head,37677270.0
103425,Americas,Horses,Stocks,2016,Head,31771406.0
103485,Americas,Mules,Stocks,2016,Head,5904941.0
103545,Americas,Pigs,Stocks,2016,Head,175784306.0
103605,Americas,Rabbits and hares,Stocks,2016,1000 Head,5710.0
103665,Americas,Sheep,Stocks,2016,Head,81460687.0
103725,Northern America,Asses,Stocks,2016,Head,51976.0
103785,Northern America,Beehives,Stocks,2016,No,3479495.0
103845,Northern America,Cattle,Stocks,2016,Head,103498000.0
103905,Northern America,Chickens,Stocks,2016,1000 Head,8944795.0
103965,Northern America,Ducks,Stocks,2016,1000 Head,8934.0
104025,Northern America,Geese and guinea fowls,Stocks,2016,1000 Head,335.0
104085,Northern America,Goats,Stocks,2016,Head,2645017.0
104145,Northern America,Horses,Stocks,2016,Head,10660309.0
104205,Northern America,Mules,Stocks,2016,Head,4000.0
104265,Northern America,Pigs,Stocks,2016,Head,84975400.0
104325,Northern America,Sheep,Stocks,2016,Head,6110100.0
104385,Central America,Asses,Stocks,2016,Head,3338006.0
104445,Central America,Beehives,Stocks,2016,No,2232027.0
104505,Central America,Cattle,Stocks,2016,Head,49387255.0
104565,Central America,Chickens,Stocks,2016,1000 Head,721365.0
104625,Central America,Ducks,Stocks,2016,1000 Head,8480.0
104685,Central America,Goats,Stocks,2016,Head,8930638.0
104745,Central America,Horses,Stocks,2016,Head,7298611.0
104805,Central America,Mules,Stocks,2016,Head,3480600.0
104865,Central America,Pigs,Stocks,2016,Head,21729123.0
104925,Central America,Rabbits and hares,Stocks,2016,1000 Head,1383.0
104985,Central America,Sheep,Stocks,2016,Head,9427378.0
105045,Caribbean,Asses,Stocks,2016,Head,376061.0
105105,Caribbean,Beehives,Stocks,2016,No,365803.0
105165,Caribbean,Buffaloes,Stocks,2016,Head,6385.0
105225,Caribbean,Cattle,Stocks,2016,Head,9113594.0
105285,Caribbean,Chickens,Stocks,2016,1000 Head,285468.0
105345,Caribbean,Ducks,Stocks,2016,1000 Head,388.0
105405,Caribbean,Geese and guinea fowls,Stocks,2016,1000 Head,40.0
105465,Caribbean,Goats,Stocks,2016,Head,4472606.0
105525,Caribbean,Horses,Stocks,2016,Head,1735297.0
105585,Caribbean,Mules,Stocks,2016,Head,285220.0
105645,Caribbean,Pigs,Stocks,2016,Head,3965756.0
105705,Caribbean,Rabbits and hares,Stocks,2016,1000 Head,39.0
105765,Caribbean,Sheep,Stocks,2016,Head,2305727.0
105825,South America,Asses,Stocks,2016,Head,2891632.0
105885,South America,Beehives,Stocks,2016,No,5173176.0
105945,South America,Buffaloes,Stocks,2016,Head,1620826.0
106005,South America,Cattle,Stocks,2016,Head,357467743.0
106065,South America,Chickens,Stocks,2016,1000 Head,2449254.0
106125,South America,Ducks,Stocks,2016,1000 Head,9410.0
106185,South America,Geese and guinea fowls,Stocks,2016,1000 Head,394.0
106245,South America,Goats,Stocks,2016,Head,21629009.0
106305,South America,Horses,Stocks,2016,Head,12077189.0
106365,South America,Mules,Stocks,2016,Head,2135121.0
106425,South America,Pigs,Stocks,2016,Head,65114027.0
106485,South America,Rabbits and hares,Stocks,2016,1000 Head,4288.0
106545,South America,Sheep,Stocks,2016,Head,63617482.0
106605,Asia,Asses,Stocks,2016,Head,13985461.0
106665,Asia,Beehives,Stocks,2016,No,41991210.0
106725,Asia,Buffaloes,Stocks,2016,Head,195424809.0
106785,Asia,Camels,Stocks,2016,Head,4584474.0
106845,Asia,Cattle,Stocks,2016,Head,451138517.0
106905,Asia,Chickens,Stocks,2016,1000 Head,12859449.0
106965,Asia,Ducks,Stocks,2016,1000 Head,999650.0
107025,Asia,Geese and guinea fowls,Stocks,2016,1000 Head,308206.0
107085,Asia,Goats,Stocks,2016,Head,556425628.0
107145,Asia,Horses,Stocks,2016,Head,13263375.0
107205,Asia,Mules,Stocks,2016,Head,1687104.0
107265,Asia,Pigs,Stocks,2016,Head,580542196.0
107325,Asia,Rabbits and hares,Stocks,2016,1000 Head,200881.0
107385,Asia,Sheep,Stocks,2016,Head,516740418.0
107414,Central Asia,Asses,Stocks,2016,Head,564477.0
107443,Central Asia,Beehives,Stocks,2016,No,756397.0
107472,Central Asia,Buffaloes,Stocks,2016,Head,25469.0
107501,Central Asia,Camels,Stocks,2016,Head,322722.0
107530,Central Asia,Cattle,Stocks,2016,Head,24601040.0
107559,Central Asia,Chickens,Stocks,2016,1000 Head,121133.0
107588,Central Asia,Ducks,Stocks,2016,1000 Head,91.0
107617,Central Asia,Geese and guinea fowls,Stocks,2016,1000 Head,54.0
107646,Central Asia,Goats,Stocks,2016,Head,11237502.0
107675,Central Asia,Horses,Stocks,2016,Head,3053568.0
107704,Central Asia,Mules,Stocks,2016,Head,500.0
107733,Central Asia,Pigs,Stocks,2016,Head,980301.0
107762,Central Asia,Rabbits and hares,Stocks,2016,1000 Head,424.0
107791,Central Asia,Sheep,Stocks,2016,Head,54507941.0
107851,Eastern Asia,Asses,Stocks,2016,Head,3423740.0
107911,Eastern Asia,Beehives,Stocks,2016,No,11539377.0
107971,Eastern Asia,Buffaloes,Stocks,2016,Head,27169986.0
108031,Eastern Asia,Camels,Stocks,2016,Head,701847.0
108091,Eastern Asia,Cattle,Stocks,2016,Head,75401400.0
108151,Eastern Asia,Chickens,Stocks,2016,1000 Head,5467416.0
108211,Eastern Asia,Ducks,Stocks,2016,1000 Head,723498.0
108271,Eastern Asia,Geese and guinea fowls,Stocks,2016,1000 Head,301206.0
108331,Eastern Asia,Goats,Stocks,2016,Head,174854618.0
108391,Eastern Asia,Horses,Stocks,2016,Head,7703895.0
108451,Eastern Asia,Mules,Stocks,2016,Head,1040900.0
108511,Eastern Asia,Pigs,Stocks,2016,Head,485984739.0
108571,Eastern Asia,Rabbits and hares,Stocks,2016,1000 Head,200143.0
108631,Eastern Asia,Sheep,Stocks,2016,Head,194707966.0
108691,Southern Asia,Asses,Stocks,2016,Head,8461280.0
108751,Southern Asia,Beehives,Stocks,2016,No,19456520.0
108811,Southern Asia,Buffaloes,Stocks,2016,Head,153993734.0
108871,Southern Asia,Camels,Stocks,2016,Head,1686402.0
108931,Southern Asia,Cattle,Stocks,2016,Head,275553357.0
108991,Southern Asia,Chickens,Stocks,2016,1000 Head,2869341.0
109051,Southern Asia,Ducks,Stocks,2016,1000 Head,85408.0
109111,Southern Asia,Geese and guinea fowls,Stocks,2016,1000 Head,996.0
109171,Southern Asia,Goats,Stocks,2016,Head,303448967.0
109231,Southern Asia,Horses,Stocks,2016,Head,1188287.0
109291,Southern Asia,Mules,Stocks,2016,Head,578757.0
109351,Southern Asia,Pigs,Stocks,2016,Head,11074472.0
109411,Southern Asia,Sheep,Stocks,2016,Head,159105839.0
109471,South-eastern Asia,Asses,Stocks,2016,Head,33.0
109531,South-eastern Asia,Beehives,Stocks,2016,No,335424.0
109591,South-eastern Asia,Buffaloes,Stocks,2016,Head,13658407.0
109651,South-eastern Asia,Cattle,Stocks,2016,Head,51097410.0
109711,South-eastern Asia,Chickens,Stocks,2016,1000 Head,3476787.0
109771,South-eastern Asia,Ducks,Stocks,2016,1000 Head,190001.0
109831,South-eastern Asia,Geese and guinea fowls,Stocks,2016,1000 Head,4053.0
109891,South-eastern Asia,Goats,Stocks,2016,Head,32414386.0
109951,South-eastern Asia,Horses,Stocks,2016,Head,957524.0
110011,South-eastern Asia,Mules,Stocks,2016,Head,1106.0
110071,South-eastern Asia,Pigs,Stocks,2016,Head,81610016.0
110131,South-eastern Asia,Sheep,Stocks,2016,Head,17462593.0
110191,Western Asia,Asses,Stocks,2016,Head,1535931.0
110251,Western Asia,Beehives,Stocks,2016,No,9903492.0
110311,Western Asia,Buffaloes,Stocks,2016,Head,577213.0
110371,Western Asia,Camels,Stocks,2016,Head,1873503.0
110431,Western Asia,Cattle,Stocks,2016,Head,24485310.0
110491,Western Asia,Chickens,Stocks,2016,1000 Head,924772.0
110551,Western Asia,Ducks,Stocks,2016,1000 Head,652.0
110611,Western Asia,Geese and guinea fowls,Stocks,2016,1000 Head,1897.0
110671,Western Asia,Goats,Stocks,2016,Head,34470155.0
110731,Western Asia,Horses,Stocks,2016,Head,360101.0
110791,Western Asia,Mules,Stocks,2016,Head,65841.0
110851,Western Asia,Pigs,Stocks,2016,Head,892668.0
110911,Western Asia,Rabbits and hares,Stocks,2016,1000 Head,314.0
110971,Western Asia,Sheep,Stocks,2016,Head,90956079.0
111031,Europe,Asses,Stocks,2016,Head,387104.0
111091,Europe,Beehives,Stocks,2016,No,18615002.0
111151,Europe,Buffaloes,Stocks,2016,Head,415494.0
111211,Europe,Camels,Stocks,2016,Head,7335.0
111271,Europe,Cattle,Stocks,2016,Head,121550586.0
111331,Europe,Chickens,Stocks,2016,1000 Head,2281205.0
111391,Europe,Ducks,Stocks,2016,1000 Head,77028.0
111451,Europe,Geese and guinea fowls,Stocks,2016,1000 Head,19601.0
111511,Europe,Goats,Stocks,2016,Head,17045374.0
111571,Europe,Horses,Stocks,2016,Head,5354945.0
111631,Europe,Mules,Stocks,2016,Head,165113.0
111691,Europe,Pigs,Stocks,2016,Head,186650610.0
111751,Europe,Rabbits and hares,Stocks,2016,1000 Head,29603.0
111811,Europe,Sheep,Stocks,2016,Head,131115888.0
111871,Eastern Europe,Asses,Stocks,2016,Head,85062.0
111931,Eastern Europe,Beehives,Stocks,2016,No,8955967.0
111991,Eastern Europe,Buffaloes,Stocks,2016,Head,17114.0
112051,Eastern Europe,Camels,Stocks,2016,Head,7335.0
112111,Eastern Europe,Cattle,Stocks,2016,Head,38131253.0
112171,Eastern Europe,Chickens,Stocks,2016,1000 Head,1094401.0
112231,Eastern Europe,Ducks,Stocks,2016,1000 Head,46258.0
112291,Eastern Europe,Geese and guinea fowls,Stocks,2016,1000 Head,18450.0
112351,Eastern Europe,Goats,Stocks,2016,Head,4823625.0
112411,Eastern Europe,Horses,Stocks,2016,Head,2471077.0
112471,Eastern Europe,Mules,Stocks,2016,Head,1570.0
112531,Eastern Europe,Pigs,Stocks,2016,Head,53842266.0
112591,Eastern Europe,Rabbits and hares,Stocks,2016,1000 Head,20352.0
112651,Eastern Europe,Sheep,Stocks,2016,Head,37000943.0
112711,Northern Europe,Asses,Stocks,2016,Head,8000.0
112769,Northern Europe,Beehives,Stocks,2016,No,332672.0
112832,Northern Europe,Cattle,Stocks,2016,Head,23511380.0
112892,Northern Europe,Chickens,Stocks,2016,1000 Head,241714.0
112952,Northern Europe,Ducks,Stocks,2016,1000 Head,2598.0
113012,Northern Europe,Geese and guinea fowls,Stocks,2016,1000 Head,244.0
113072,Northern Europe,Goats,Stocks,2016,Head,219776.0
113132,Northern Europe,Horses,Stocks,2016,Head,863753.0
113192,Northern Europe,Mules,Stocks,2016,Head,1200.0
113250,Northern Europe,Pigs,Stocks,2016,Head,23719746.0
113310,Northern Europe,Rabbits and hares,Stocks,2016,1000 Head,224.0
113370,Northern Europe,Sheep,Stocks,2016,Head,43363346.0
113430,Southern Europe,Asses,Stocks,2016,Head,244353.0
113490,Southern Europe,Beehives,Stocks,2016,No,7185430.0
113550,Southern Europe,Buffaloes,Stocks,2016,Head,390408.0
113610,Southern Europe,Cattle,Stocks,2016,Head,17558214.0
113670,Southern Europe,Chickens,Stocks,2016,1000 Head,381237.0
113730,Southern Europe,Ducks,Stocks,2016,1000 Head,327.0
113790,Southern Europe,Geese and guinea fowls,Stocks,2016,1000 Head,161.0
113850,Southern Europe,Goats,Stocks,2016,Head,9893057.0
113910,Southern Europe,Horses,Stocks,2016,Head,882279.0
113970,Southern Europe,Mules,Stocks,2016,Head,133713.0
114030,Southern Europe,Pigs,Stocks,2016,Head,46038941.0
114090,Southern Europe,Rabbits and hares,Stocks,2016,1000 Head,7381.0
114150,Southern Europe,Sheep,Stocks,2016,Head,40303517.0
114210,Western Europe,Asses,Stocks,2016,Head,49689.0
114270,Western Europe,Beehives,Stocks,2016,No,2140933.0
114300,Western Europe,Buffaloes,Stocks,2016,Head,7972.0
114360,Western Europe,Cattle,Stocks,2016,Head,42349739.0
114420,Western Europe,Chickens,Stocks,2016,1000 Head,563853.0
114480,Western Europe,Ducks,Stocks,2016,1000 Head,27845.0
114540,Western Europe,Geese and guinea fowls,Stocks,2016,1000 Head,746.0
114600,Western Europe,Goats,Stocks,2016,Head,2108916.0
114660,Western Europe,Horses,Stocks,2016,Head,1137836.0
114720,Western Europe,Mules,Stocks,2016,Head,28630.0
114780,Western Europe,Pigs,Stocks,2016,Head,63049657.0
114840,Western Europe,Rabbits and hares,Stocks,2016,1000 Head,1646.0
114900,Western Europe,Sheep,Stocks,2016,Head,10448082.0
114960,Oceania,Asses,Stocks,2016,Head,8913.0
115020,Oceania,Beehives,Stocks,2016,No,1186780.0
115050,Oceania,Buffaloes,Stocks,2016,Head,162.0
115110,Oceania,Cattle,Stocks,2016,Head,35588139.0
115170,Oceania,Chickens,Stocks,2016,1000 Head,125774.0
115230,Oceania,Ducks,Stocks,2016,1000 Head,1463.0
115290,Oceania,Geese and guinea fowls,Stocks,2016,1000 Head,84.0
115350,Oceania,Goats,Stocks,2016,Head,4079711.0
115410,Oceania,Horses,Stocks,2016,Head,403128.0
115470,Oceania,Pigs,Stocks,2016,Head,5268353.0
115503,Oceania,Rabbits and hares,Stocks,2016,1000 Head,
115563,Oceania,Sheep,Stocks,2016,Head,95158252.0
115623,Australia and New Zealand,Asses,Stocks,2016,Head,1913.0
115683,Australia and New Zealand,Beehives,Stocks,2016,No,1156187.0
115713,Australia and New Zealand,Buffaloes,Stocks,2016,Head,
115773,Australia and New Zealand,Cattle,Stocks,2016,Head,35123203.0
115833,Australia and New Zealand,Chickens,Stocks,2016,1000 Head,112796.0
115893,Australia and New Zealand,Ducks,Stocks,2016,1000 Head,1311.0
115953,Australia and New Zealand,Geese and guinea fowls,Stocks,2016,1000 Head,84.0
116013,Australia and New Zealand,Goats,Stocks,2016,Head,3762385.0
116073,Australia and New Zealand,Horses,Stocks,2016,Head,320914.0
116133,Australia and New Zealand,Pigs,Stocks,2016,Head,2548852.0
116193,Australia and New Zealand,Sheep,Stocks,2016,Head,95126765.0
116253,Melanesia,Beehives,Stocks,2016,No,15864.0
116313,Melanesia,Cattle,Stocks,2016,Head,379421.0
116373,Melanesia,Chickens,Stocks,2016,1000 Head,10933.0
116433,Melanesia,Ducks,Stocks,2016,1000 Head,120.0
116493,Melanesia,Goats,Stocks,2016,Head,281733.0
116553,Melanesia,Horses,Stocks,2016,Head,66205.0
116613,Melanesia,Pigs,Stocks,2016,Head,2345278.0
116673,Melanesia,Sheep,Stocks,2016,Head,31047.0
116703,Micronesia,Buffaloes,Stocks,2016,Head,162.0
116733,Micronesia,Cattle,Stocks,2016,Head,17188.0
116793,Micronesia,Chickens,Stocks,2016,1000 Head,819.0
116823,Micronesia,Ducks,Stocks,2016,1000 Head,1.0
116853,Micronesia,Goats,Stocks,2016,Head,4583.0
116913,Micronesia,Pigs,Stocks,2016,Head,54106.0
116973,Polynesia,Asses,Stocks,2016,Head,7000.0
117033,Polynesia,Beehives,Stocks,2016,No,14729.0
117093,Polynesia,Cattle,Stocks,2016,Head,68327.0
117153,Polynesia,Chickens,Stocks,2016,1000 Head,1226.0
117213,Polynesia,Ducks,Stocks,2016,1000 Head,31.0
117273,Polynesia,Goats,Stocks,2016,Head,31010.0
117333,Polynesia,Horses,Stocks,2016,Head,16009.0
117393,Polynesia,Pigs,Stocks,2016,Head,320117.0
117426,Polynesia,Rabbits and hares,Stocks,2016,1000 Head,
117486,Polynesia,Sheep,Stocks,2016,Head,440.0
117546,European Union (27),Asses,Stocks,2016,Head,277414.0
117604,European Union (27),Beehives,Stocks,2016,No,13266793.0
117664,European Union (27),Buffaloes,Stocks,2016,Head,408469.0
117724,European Union (27),Cattle,Stocks,2016,Head,80031718.0
117784,European Union (27),Chickens,Stocks,2016,1000 Head,1289682.0
117844,European Union (27),Ducks,Stocks,2016,1000 Head,41393.0
117904,European Union (27),Geese and guinea fowls,Stocks,2016,1000 Head,10623.0
117964,European Union (27),Goats,Stocks,2016,Head,12766604.0
118024,European Union (27),Horses,Stocks,2016,Head,3060056.0
118084,European Union (27),Mules,Stocks,2016,Head,165704.0
118142,European Union (27),Pigs,Stocks,2016,Head,143712698.0
118202,European Union (27),Rabbits and hares,Stocks,2016,1000 Head,20140.0
118262,European Union (27),Sheep,Stocks,2016,Head,64715882.0
118322,Least Developed Countries,Asses,Stocks,2016,Head,27001281.0
118382,Least Developed Countries,Beehives,Stocks,2016,No,13306903.0
118442,Least Developed Countries,Buffaloes,Stocks,2016,Head,12265109.0
118502,Least Developed Countries,Camels,Stocks,2016,Head,25498338.0
118562,Least Developed Countries,Cattle,Stocks,2016,Head,318320538.0
118622,Least Developed Countries,Chickens,Stocks,2016,1000 Head,1421258.0
118682,Least Developed Countries,Ducks,Stocks,2016,1000 Head,98259.0
118742,Least Developed Countries,Geese and guinea fowls,Stocks,2016,1000 Head,18924.0
118802,Least Developed Countries,Goats,Stocks,2016,Head,359228579.0
118862,Least Developed Countries,Horses,Stocks,2016,Head,6957060.0
118922,Least Developed Countries,Mules,Stocks,2016,Head,564556.0
118982,Least Developed Countries,Pigs,Stocks,2016,Head,48842600.0
119042,Least Developed Countries,Rabbits and hares,Stocks,2016,1000 Head,3685.0
119102,Least Developed Countries,Sheep,Stocks,2016,Head,234315821.0
119162,Land Locked Developing Countries,Asses,Stocks,2016,Head,19412867.0
119222,Land Locked Developing Countries,Beehives,Stocks,2016,No,9831011.0
119282,Land Locked Developing Countries,Buffaloes,Stocks,2016,Head,6587360.0
119342,Land Locked Developing Countries,Camels,Stocks,2016,Head,11752564.0
119402,Land Locked Developing Countries,Cattle,Stocks,2016,Head,234303612.0
119462,Land Locked Developing Countries,Chickens,Stocks,2016,1000 Head,826857.0
119522,Land Locked Developing Countries,Ducks,Stocks,2016,1000 Head,6133.0
119582,Land Locked Developing Countries,Geese and guinea fowls,Stocks,2016,1000 Head,301.0
119642,Land Locked Developing Countries,Goats,Stocks,2016,Head,230032343.0
119702,Land Locked Developing Countries,Horses,Stocks,2016,Head,12050328.0
119762,Land Locked Developing Countries,Mules,Stocks,2016,Head,538496.0
119822,Land Locked Developing Countries,Pigs,Stocks,2016,Head,24444227.0
119882,Land Locked Developing Countries,Rabbits and hares,Stocks,2016,1000 Head,3050.0
119942,Land Locked Developing Countries,Sheep,Stocks,2016,Head,233865143.0
120002,Small Island Developing States,Asses,Stocks,2016,Head,410521.0
120062,Small Island Developing States,Beehives,Stocks,2016,No,429454.0
120122,Small Island Developing States,Buffaloes,Stocks,2016,Head,133473.0
120182,Small Island Developing States,Camels,Stocks,2016,Head,1061.0
120242,Small Island Developing States,Cattle,Stocks,2016,Head,10833062.0
120302,Small Island Developing States,Chickens,Stocks,2016,1000 Head,361488.0
120362,Small Island Developing States,Ducks,Stocks,2016,1000 Head,1048.0
120422,Small Island Developing States,Geese and guinea fowls,Stocks,2016,1000 Head,60.0
120482,Small Island Developing States,Goats,Stocks,2016,Head,6185752.0
120542,Small Island Developing States,Horses,Stocks,2016,Head,1879357.0
120602,Small Island Developing States,Mules,Stocks,2016,Head,291897.0
120662,Small Island Developing States,Pigs,Stocks,2016,Head,7781084.0
120722,Small Island Developing States,Rabbits and hares,Stocks,2016,1000 Head,44.0
120782,Small Island Developing States,Sheep,Stocks,2016,Head,3094546.0
120842,Low Income Food Deficit Countries,Asses,Stocks,2016,Head,28438840.0
120902,Low Income Food Deficit Countries,Beehives,Stocks,2016,No,27329317.0
120962,Low Income Food Deficit Countries,Buffaloes,Stocks,2016,Head,119544122.0
121022,Low Income Food Deficit Countries,Camels,Stocks,2016,Head,29127093.0
121082,Low Income Food Deficit Countries,Cattle,Stocks,2016,Head,541303564.0
121142,Low Income Food Deficit Countries,Chickens,Stocks,2016,1000 Head,2407523.0
121202,Low Income Food Deficit Countries,Ducks,Stocks,2016,1000 Head,168570.0
121262,Low Income Food Deficit Countries,Geese and guinea fowls,Stocks,2016,1000 Head,15463.0
121322,Low Income Food Deficit Countries,Goats,Stocks,2016,Head,545630276.0
121382,Low Income Food Deficit Countries,Horses,Stocks,2016,Head,8418684.0
121442,Low Income Food Deficit Countries,Mules,Stocks,2016,Head,795703.0
121502,Low Income Food Deficit Countries,Pigs,Stocks,2016,Head,68047708.0
121562,Low Income Food Deficit Countries,Rabbits and hares,Stocks,2016,1000 Head,36830.0
121622,Low Income Food Deficit Countries,Sheep,Stocks,2016,Head,370947546.0
121682,Net Food Importing Developing Countries,Asses,Stocks,2016,Head,36433618.0
121742,Net Food Importing Developing Countries,Beehives,Stocks,2016,No,17589382.0
121802,Net Food Importing Developing Countries,Buffaloes,Stocks,2016,Head,52575183.0
121862,Net Food Importing Developing Countries,Camels,Stocks,2016,Head,30636673.0
121922,Net Food Importing Developing Countries,Cattle,Stocks,2016,Head,435674476.0
121982,Net Food Importing Developing Countries,Chickens,Stocks,2016,1000 Head,3445105.0
122042,Net Food Importing Developing Countries,Ducks,Stocks,2016,1000 Head,112617.0
122102,Net Food Importing Developing Countries,Geese and guinea fowls,Stocks,2016,1000 Head,25974.0
122162,Net Food Importing Developing Countries,Goats,Stocks,2016,Head,505221661.0
122222,Net Food Importing Developing Countries,Horses,Stocks,2016,Head,14114314.0
122282,Net Food Importing Developing Countries,Mules,Stocks,2016,Head,1886208.0
122342,Net Food Importing Developing Countries,Pigs,Stocks,2016,Head,60492033.0
122402,Net Food Importing Developing Countries,Rabbits and hares,Stocks,2016,1000 Head,12735.0
122462,Net Food Importing Developing Countries,Sheep,Stocks,2016,Head,364166482.0
